# time      EVENT                DETAILS
---------------------------------------------
5.402   DUP_ACK             Ack=930021 dupCount=6
5.402   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=930021
5.405   DUP_ACK             Ack=930021 dupCount=7
5.405   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=930021
5.405   TX-DATA             Seq=950461 Size=1460
5.432   DUP_ACK             Ack=930021 dupCount=8
5.432   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=930021
5.432   TX-DATA             Seq=951921 Size=1460
5.434   DUP_ACK             Ack=930021 dupCount=9
5.434   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=930021
5.434   TX-DATA             Seq=953381 Size=1460
5.452   NEW_ACK             Ack=944621
5.452   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
5.452   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
5.454   NEW_ACK             Ack=946081
5.456   NEW_ACK             Ack=947541
5.456   TX-DATA             Seq=954841 Size=1460
5.459   NEW_ACK             Ack=949001
5.459   TX-DATA             Seq=956301 Size=1460
5.461   NEW_ACK             Ack=950461
5.461   TX-DATA             Seq=957761 Size=1460
5.464   NEW_ACK             Ack=951921
5.464   TX-DATA             Seq=959221 Size=1460
5.493   NEW_ACK             Ack=953381
5.493   TX-DATA             Seq=960681 Size=1460
5.496   NEW_ACK             Ack=954841
5.496   TX-DATA             Seq=962141 Size=1460
5.508   NEW_ACK             Ack=956301
5.508   TX-DATA             Seq=963601 Size=1460
5.510   NEW_ACK             Ack=957761
5.510   TX-DATA             Seq=965061 Size=1460
5.513   NEW_ACK             Ack=959221
5.513   TX-DATA             Seq=966521 Size=1460
5.515   NEW_ACK             Ack=960681
5.515   TX-DATA             Seq=967981 Size=1460
5.515   TX-DATA             Seq=969441 Size=1460
5.538   NEW_ACK             Ack=962141
5.538   TX-DATA             Seq=970901 Size=1460
5.541   NEW_ACK             Ack=963601
5.541   TX-DATA             Seq=972361 Size=1460
5.553   NEW_ACK             Ack=965061
5.553   TX-DATA             Seq=973821 Size=1460
5.556   NEW_ACK             Ack=966521
5.556   TX-DATA             Seq=975281 Size=1460
5.558   NEW_ACK             Ack=967981
5.558   TX-DATA             Seq=976741 Size=1460
5.560   NEW_ACK             Ack=969441
5.560   TX-DATA             Seq=978201 Size=1460
5.563   NEW_ACK             Ack=970901
5.563   TX-DATA             Seq=979661 Size=1460
5.585   NEW_ACK             Ack=972361
5.585   TX-DATA             Seq=981121 Size=1460
5.587   NEW_ACK             Ack=973821
5.587   TX-DATA             Seq=982581 Size=1460
5.600   NEW_ACK             Ack=975281
5.600   TX-DATA             Seq=984041 Size=1460
5.602   NEW_ACK             Ack=976741
5.602   TX-DATA             Seq=985501 Size=1460
5.605   NEW_ACK             Ack=978201
5.605   TX-DATA             Seq=986961 Size=1460
5.607   NEW_ACK             Ack=979661
5.607   TX-DATA             Seq=988421 Size=1460
5.607   TX-DATA             Seq=989881 Size=1460
5.610   NEW_ACK             Ack=981121
5.610   TX-DATA             Seq=991341 Size=1460
5.634   NEW_ACK             Ack=982581
5.634   TX-DATA             Seq=992801 Size=1460
5.637   NEW_ACK             Ack=984041
5.637   TX-DATA             Seq=994261 Size=1460
5.649   NEW_ACK             Ack=985501
5.649   TX-DATA             Seq=995721 Size=1460
5.651   NEW_ACK             Ack=986961
5.651   TX-DATA             Seq=997181 Size=1460
5.654   NEW_ACK             Ack=988421
5.654   TX-DATA             Seq=998641 Size=1460
5.656   NEW_ACK             Ack=989881
5.656   TX-DATA             Seq=1000101 Size=1460
5.659   NEW_ACK             Ack=991341
5.659   TX-DATA             Seq=1001561 Size=1460
5.661   NEW_ACK             Ack=992801
5.661   TX-DATA             Seq=1003021 Size=1460
5.686   NEW_ACK             Ack=994261
5.686   TX-DATA             Seq=1004481 Size=1460
5.688   NEW_ACK             Ack=995721
5.688   TX-DATA             Seq=1005941 Size=1460
5.701   NEW_ACK             Ack=997181
5.701   TX-DATA             Seq=1007401 Size=1460
5.703   NEW_ACK             Ack=998641
5.703   TX-DATA             Seq=1008861 Size=1460
5.705   NEW_ACK             Ack=1000101
5.705   TX-DATA             Seq=1010321 Size=1460
5.708   NEW_ACK             Ack=1001561
5.708   TX-DATA             Seq=1011781 Size=1460
5.708   TX-DATA             Seq=1013241 Size=1460
5.710   NEW_ACK             Ack=1003021
5.710   TX-DATA             Seq=1014701 Size=1460
5.713   NEW_ACK             Ack=1004481
5.713   TX-DATA             Seq=1016161 Size=1460
5.740   NEW_ACK             Ack=1005941
5.740   TX-DATA             Seq=1017621 Size=1460
5.742   NEW_ACK             Ack=1007401
5.742   TX-DATA             Seq=1019081 Size=1460
5.755   NEW_ACK             Ack=1008861
5.755   TX-DATA             Seq=1020541 Size=1460
5.757   NEW_ACK             Ack=1010321
5.757   TX-DATA             Seq=1022001 Size=1460
5.760   NEW_ACK             Ack=1011781
5.760   TX-DATA             Seq=1023461 Size=1460
5.762   NEW_ACK             Ack=1013241
5.762   TX-DATA             Seq=1024921 Size=1460
5.764   NEW_ACK             Ack=1014701
5.764   TX-DATA             Seq=1026381 Size=1460
5.767   NEW_ACK             Ack=1016161
5.767   TX-DATA             Seq=1027841 Size=1460
5.769   NEW_ACK             Ack=1017621
5.769   TX-DATA             Seq=1029301 Size=1460
5.796   NEW_ACK             Ack=1019081
5.796   TX-DATA             Seq=1030761 Size=1460
5.799   NEW_ACK             Ack=1020541
5.799   TX-DATA             Seq=1032221 Size=1460
5.811   NEW_ACK             Ack=1022001
5.811   TX-DATA             Seq=1033681 Size=1460
5.814   NEW_ACK             Ack=1023461
5.814   TX-DATA             Seq=1035141 Size=1460
5.816   NEW_ACK             Ack=1024921
5.816   TX-DATA             Seq=1036601 Size=1460
5.816   TX-DATA             Seq=1038061 Size=1460
5.818   NEW_ACK             Ack=1026381
5.818   TX-DATA             Seq=1039521 Size=1460
5.821   NEW_ACK             Ack=1027841
5.821   TX-DATA             Seq=1040981 Size=1460
5.823   NEW_ACK             Ack=1029301
5.823   TX-DATA             Seq=1042441 Size=1460
5.826   NEW_ACK             Ack=1030761
5.826   TX-DATA             Seq=1043901 Size=1460
5.855   NEW_ACK             Ack=1032221
5.855   TX-DATA             Seq=1045361 Size=1460
5.858   NEW_ACK             Ack=1033681
5.858   TX-DATA             Seq=1046821 Size=1460
5.870   NEW_ACK             Ack=1035141
5.870   TX-DATA             Seq=1048281 Size=1460
5.873   NEW_ACK             Ack=1036601
5.873   TX-DATA             Seq=1049741 Size=1460
5.875   NEW_ACK             Ack=1038061
5.875   TX-DATA             Seq=1051201 Size=1460
5.877   NEW_ACK             Ack=1039521
5.877   TX-DATA             Seq=1052661 Size=1460
5.880   NEW_ACK             Ack=1040981
5.880   TX-DATA             Seq=1054121 Size=1460
5.882   NEW_ACK             Ack=1042441
5.882   TX-DATA             Seq=1055581 Size=1460
5.885   NEW_ACK             Ack=1043901
5.885   TX-DATA             Seq=1057041 Size=1460
5.887   NEW_ACK             Ack=1045361
5.887   TX-DATA             Seq=1058501 Size=1460
5.917   NEW_ACK             Ack=1046821
5.917   TX-DATA             Seq=1059961 Size=1460
5.919   NEW_ACK             Ack=1048281
5.919   TX-DATA             Seq=1061421 Size=1460
5.932   NEW_ACK             Ack=1049741
5.932   TX-DATA             Seq=1062881 Size=1460
5.934   NEW_ACK             Ack=1051201
5.934   TX-DATA             Seq=1064341 Size=1460
5.934   TX-DATA             Seq=1065801 Size=1460
5.936   NEW_ACK             Ack=1052661
5.936   TX-DATA             Seq=1067261 Size=1460
5.939   NEW_ACK             Ack=1054121
5.939   TX-DATA             Seq=1068721 Size=1460
5.941   NEW_ACK             Ack=1055581
5.941   TX-DATA             Seq=1070181 Size=1460
5.944   NEW_ACK             Ack=1057041
5.944   TX-DATA             Seq=1071641 Size=1460
5.946   NEW_ACK             Ack=1058501
5.946   TX-DATA             Seq=1073101 Size=1460
5.949   NEW_ACK             Ack=1059961
5.949   TX-DATA             Seq=1074561 Size=1460
5.981   NEW_ACK             Ack=1061421
5.981   TX-DATA             Seq=1076021 Size=1460
5.983   NEW_ACK             Ack=1062881
5.983   TX-DATA             Seq=1077481 Size=1460
5.995   NEW_ACK             Ack=1064341
5.995   TX-DATA             Seq=1078941 Size=1460
5.998   NEW_ACK             Ack=1065801
5.998   TX-DATA             Seq=1080401 Size=1460
