# time      EVENT                DETAILS
---------------------------------------------
3.445   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.445   TX-DATA             Seq=617581 Size=1460
3.448   DUP_ACK             Ack=598601 dupCount=9
3.448   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.448   TX-DATA             Seq=642401 Size=1460
3.453   DUP_ACK             Ack=598601 dupCount=10
3.453   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.455   DUP_ACK             Ack=598601 dupCount=11
3.455   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.455   TX-DATA             Seq=621961 Size=1460
3.457   DUP_ACK             Ack=598601 dupCount=12
3.457   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.457   TX-DATA             Seq=626341 Size=1460
3.457   TX-DATA             Seq=643861 Size=1460
3.460   DUP_ACK             Ack=598601 dupCount=13
3.460   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.460   TX-DATA             Seq=645321 Size=1460
3.462   DUP_ACK             Ack=598601 dupCount=14
3.462   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.462   TX-DATA             Seq=646781 Size=1460
3.465   NEW_ACK             Ack=608821
3.465   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
3.465   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
3.465   TX-DATA             Seq=648241 Size=1460
3.465   TX-DATA             Seq=649701 Size=1460
3.467   DUP_ACK             Ack=608821 dupCount=1
3.467   SSTHRESH_UPDATE     old=21900 new=16060 [Cause: Timeout]
3.467   TX-DATA             Seq=608821 Size=1460
3.467   TX-DATA             Seq=651161 Size=1460
3.470   DUP_ACK             Ack=608821 dupCount=2
3.472   DUP_ACK             Ack=608821 dupCount=3
3.472   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
3.472   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
3.472   UPDATE              ssthresh=11631
3.472   TX-DATA             Seq=652621 Size=1460
3.472   TX-DATA             Seq=654081 Size=1460
3.475   DUP_ACK             Ack=608821 dupCount=4
3.475   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=608821
3.475   TX-DATA             Seq=655541 Size=1460
3.494   NEW_ACK             Ack=613201
3.494   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
3.494   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
3.494   TX-DATA             Seq=657001 Size=1460
3.497   DUP_ACK             Ack=613201 dupCount=1
3.497   TX-DATA             Seq=658461 Size=1460
3.497   TX-DATA             Seq=659921 Size=1460
3.499   NEW_ACK             Ack=617581
3.502   NEW_ACK             Ack=621961
3.502   TX-DATA             Seq=661381 Size=1460
3.504   DUP_ACK             Ack=621961 dupCount=1
3.504   TX-DATA             Seq=662841 Size=1460
3.504   TX-DATA             Seq=664301 Size=1460
3.509   NEW_ACK             Ack=626341
3.511   NEW_ACK             Ack=643861
3.511   TX-DATA             Seq=665761 Size=1460
3.514   NEW_ACK             Ack=645321
3.514   TX-DATA             Seq=667221 Size=1460
3.516   NEW_ACK             Ack=646781
3.516   TX-DATA             Seq=668681 Size=1460
3.519   NEW_ACK             Ack=648241
3.519   TX-DATA             Seq=670141 Size=1460
3.521   NEW_ACK             Ack=649701
3.521   TX-DATA             Seq=671601 Size=1460
3.524   NEW_ACK             Ack=651161
3.526   DUP_ACK             Ack=651161 dupCount=1
3.529   NEW_ACK             Ack=652621
3.531   NEW_ACK             Ack=654081
3.534   NEW_ACK             Ack=655541
3.536   NEW_ACK             Ack=657001
3.536   TX-DATA             Seq=673061 Size=1460
3.561   NEW_ACK             Ack=658461
3.561   TX-DATA             Seq=674521 Size=1460
3.563   NEW_ACK             Ack=659921
3.563   TX-DATA             Seq=675981 Size=1460
3.566   NEW_ACK             Ack=661381
3.566   TX-DATA             Seq=677441 Size=1460
3.568   NEW_ACK             Ack=662841
3.568   TX-DATA             Seq=678901 Size=1460
3.570   NEW_ACK             Ack=664301
3.570   TX-DATA             Seq=680361 Size=1460
3.578   DUP_ACK             Ack=664301 dupCount=1
3.578   TX-DATA             Seq=681821 Size=1460
3.580   DUP_ACK             Ack=664301 dupCount=2
3.580   TX-DATA             Seq=683281 Size=1460
3.583   DUP_ACK             Ack=664301 dupCount=3
3.583   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
3.583   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
3.583   UPDATE              ssthresh=8760
3.583   SSTHRESH_UPDATE     old=16060 new=11680 [Cause: Triple Duplicate ACK]
3.583   TX-DATA             Seq=664301 Size=1460
3.585   DUP_ACK             Ack=664301 dupCount=4
3.585   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=664301
3.585   TX-DATA             Seq=684741 Size=1460
3.585   TX-DATA             Seq=686201 Size=1460
3.588   DUP_ACK             Ack=664301 dupCount=5
3.588   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=664301
3.588   TX-DATA             Seq=687661 Size=1460
3.590   DUP_ACK             Ack=664301 dupCount=6
3.590   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=664301
3.590   TX-DATA             Seq=689121 Size=1460
3.590   TX-DATA             Seq=690581 Size=1460
3.606   DUP_ACK             Ack=664301 dupCount=7
3.606   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=664301
3.606   TX-DATA             Seq=692041 Size=1460
3.606   TX-DATA             Seq=693501 Size=1460
3.608   DUP_ACK             Ack=664301 dupCount=8
3.608   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=664301
3.611   DUP_ACK             Ack=664301 dupCount=9
3.611   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=664301
3.611   TX-DATA             Seq=694961 Size=1460
3.613   DUP_ACK             Ack=664301 dupCount=10
3.613   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=664301
3.613   TX-DATA             Seq=696421 Size=1460
3.616   DUP_ACK             Ack=664301 dupCount=11
3.616   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=664301
3.616   TX-DATA             Seq=697881 Size=1460
3.628   DUP_ACK             Ack=664301 dupCount=12
3.628   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=664301
3.628   TX-DATA             Seq=699341 Size=1460
3.630   DUP_ACK             Ack=664301 dupCount=13
3.630   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=664301
3.633   NEW_ACK             Ack=684741
3.633   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
3.633   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
3.635   NEW_ACK             Ack=686201
3.638   NEW_ACK             Ack=687661
3.640   NEW_ACK             Ack=689121
3.640   TX-DATA             Seq=700801 Size=1460
3.643   NEW_ACK             Ack=690581
3.643   TX-DATA             Seq=702261 Size=1460
3.645   NEW_ACK             Ack=692041
3.645   TX-DATA             Seq=703721 Size=1460
3.657   NEW_ACK             Ack=693501
3.657   TX-DATA             Seq=705181 Size=1460
3.660   NEW_ACK             Ack=694961
3.660   TX-DATA             Seq=706641 Size=1460
3.662   NEW_ACK             Ack=696421
3.662   TX-DATA             Seq=708101 Size=1460
3.665   NEW_ACK             Ack=697881
3.665   TX-DATA             Seq=709561 Size=1460
3.667   NEW_ACK             Ack=699341
3.667   TX-DATA             Seq=711021 Size=1460
3.687   NEW_ACK             Ack=700801
3.687   TX-DATA             Seq=712481 Size=1460
3.689   NEW_ACK             Ack=702261
3.689   TX-DATA             Seq=713941 Size=1460
3.692   NEW_ACK             Ack=703721
3.692   TX-DATA             Seq=715401 Size=1460
3.694   NEW_ACK             Ack=705181
3.694   TX-DATA             Seq=716861 Size=1460
3.707   NEW_ACK             Ack=706641
3.707   TX-DATA             Seq=718321 Size=1460
3.709   NEW_ACK             Ack=708101
3.709   TX-DATA             Seq=719781 Size=1460
3.711   NEW_ACK             Ack=709561
3.711   TX-DATA             Seq=721241 Size=1460
3.714   NEW_ACK             Ack=711021
3.714   TX-DATA             Seq=722701 Size=1460
3.716   NEW_ACK             Ack=712481
3.716   TX-DATA             Seq=724161 Size=1460
3.716   TX-DATA             Seq=725621 Size=1460
3.753   NEW_ACK             Ack=713941
3.753   TX-DATA             Seq=727081 Size=1460
3.756   NEW_ACK             Ack=715401
3.756   TX-DATA             Seq=728541 Size=1460
3.758   NEW_ACK             Ack=716861
3.758   TX-DATA             Seq=730001 Size=1460
3.761   NEW_ACK             Ack=718321
3.761   TX-DATA             Seq=731461 Size=1460
3.773   NEW_ACK             Ack=719781
3.773   TX-DATA             Seq=732921 Size=1460
3.775   NEW_ACK             Ack=721241
3.775   TX-DATA             Seq=734381 Size=1460
3.778   NEW_ACK             Ack=722701
3.778   TX-DATA             Seq=735841 Size=1460
3.780   DUP_ACK             Ack=722701 dupCount=1
3.780   TX-DATA             Seq=737301 Size=1460
3.783   DUP_ACK             Ack=722701 dupCount=2
3.783   TX-DATA             Seq=738761 Size=1460
3.829   DUP_ACK             Ack=722701 dupCount=3
3.829   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
3.829   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
3.829   UPDATE              ssthresh=7300
3.829   SSTHRESH_UPDATE     old=11680 new=10220 [Cause: Triple Duplicate ACK]
3.829   TX-DATA             Seq=722701 Size=1460
3.832   DUP_ACK             Ack=722701 dupCount=4
3.832   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=722701
3.832   TX-DATA             Seq=740221 Size=1460
3.832   TX-DATA             Seq=741681 Size=1460
3.834   DUP_ACK             Ack=722701 dupCount=5
3.834   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=722701
3.834   TX-DATA             Seq=743141 Size=1460
3.834   TX-DATA             Seq=744601 Size=1460
3.837   DUP_ACK             Ack=722701 dupCount=6
3.837   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=722701
3.837   TX-DATA             Seq=746061 Size=1460
3.837   TX-DATA             Seq=747521 Size=1460
3.849   DUP_ACK             Ack=722701 dupCount=7
3.849   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=722701
3.852   DUP_ACK             Ack=722701 dupCount=8
3.852   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=722701
3.852   TX-DATA             Seq=748981 Size=1460
3.854   DUP_ACK             Ack=722701 dupCount=9
3.854   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=722701
3.854   TX-DATA             Seq=750441 Size=1460
3.856   DUP_ACK             Ack=722701 dupCount=10
3.856   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=722701
3.856   TX-DATA             Seq=751901 Size=1460
3.859   DUP_ACK             Ack=722701 dupCount=11
3.859   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=722701
3.859   TX-DATA             Seq=753361 Size=1460
3.905   NEW_ACK             Ack=740221
3.905   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
3.905   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
3.908   NEW_ACK             Ack=741681
3.910   DUP_ACK             Ack=741681 dupCount=1
3.913   DUP_ACK             Ack=741681 dupCount=2
3.913   TX-DATA             Seq=754821 Size=1460
3.923   DUP_ACK             Ack=741681 dupCount=3
3.923   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
3.923   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
3.923   UPDATE              ssthresh=5840
3.923   SSTHRESH_UPDATE     old=10220 new=7300 [Cause: Triple Duplicate ACK]
3.923   TX-DATA             Seq=741681 Size=1460
3.925   DUP_ACK             Ack=741681 dupCount=4
3.925   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=741681
3.928   DUP_ACK             Ack=741681 dupCount=5
3.928   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=741681
3.928   TX-DATA             Seq=744601 Size=1460
3.928   TX-DATA             Seq=747521 Size=1460
3.930   DUP_ACK             Ack=741681 dupCount=6
3.930   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=741681
3.930   TX-DATA             Seq=756281 Size=1460
3.962   DUP_ACK             Ack=741681 dupCount=7
3.962   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=741681
3.962   TX-DATA             Seq=757741 Size=1460
3.974   NEW_ACK             Ack=744601
3.974   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
3.974   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
3.974   TX-DATA             Seq=759201 Size=1460
3.977   NEW_ACK             Ack=747521
3.977   TX-DATA             Seq=760661 Size=1460
3.979   NEW_ACK             Ack=756281
3.979   TX-DATA             Seq=762121 Size=1460
3.979   TX-DATA             Seq=763581 Size=1460
3.982   NEW_ACK             Ack=757741
3.982   TX-DATA             Seq=765041 Size=1460
4.014   NEW_ACK             Ack=759201
4.014   TX-DATA             Seq=766501 Size=1460
4.023   NEW_ACK             Ack=760661
4.023   TX-DATA             Seq=767961 Size=1460
4.026   NEW_ACK             Ack=762121
4.026   TX-DATA             Seq=769421 Size=1460
4.028   NEW_ACK             Ack=763581
4.028   TX-DATA             Seq=770881 Size=1460
4.031   NEW_ACK             Ack=765041
4.031   TX-DATA             Seq=772341 Size=1460
4.033   NEW_ACK             Ack=766501
4.033   TX-DATA             Seq=773801 Size=1460
4.060   NEW_ACK             Ack=767961
4.060   TX-DATA             Seq=775261 Size=1460
4.070   NEW_ACK             Ack=769421
4.070   TX-DATA             Seq=776721 Size=1460
4.073   NEW_ACK             Ack=770881
4.073   TX-DATA             Seq=778181 Size=1460
4.075   NEW_ACK             Ack=772341
4.075   TX-DATA             Seq=779641 Size=1460
4.078   NEW_ACK             Ack=773801
4.078   TX-DATA             Seq=781101 Size=1460
4.080   NEW_ACK             Ack=775261
4.080   TX-DATA             Seq=782561 Size=1460
4.107   NEW_ACK             Ack=776721
4.107   TX-DATA             Seq=784021 Size=1460
4.117   NEW_ACK             Ack=778181
4.117   TX-DATA             Seq=785481 Size=1460
4.119   NEW_ACK             Ack=779641
4.119   TX-DATA             Seq=786941 Size=1460
4.122   NEW_ACK             Ack=781101
4.122   TX-DATA             Seq=788401 Size=1460
4.122   TX-DATA             Seq=789861 Size=1460
4.124   NEW_ACK             Ack=782561
4.124   TX-DATA             Seq=791321 Size=1460
4.127   NEW_ACK             Ack=784021
4.127   TX-DATA             Seq=792781 Size=1460
4.154   NEW_ACK             Ack=785481
4.154   TX-DATA             Seq=794241 Size=1460
4.164   NEW_ACK             Ack=786941
4.164   TX-DATA             Seq=795701 Size=1460
4.166   NEW_ACK             Ack=788401
4.166   TX-DATA             Seq=797161 Size=1460
4.168   NEW_ACK             Ack=789861
4.168   TX-DATA             Seq=798621 Size=1460
4.171   NEW_ACK             Ack=791321
4.171   TX-DATA             Seq=800081 Size=1460
4.173   NEW_ACK             Ack=792781
4.173   TX-DATA             Seq=801541 Size=1460
4.176   NEW_ACK             Ack=794241
4.176   TX-DATA             Seq=803001 Size=1460
4.203   NEW_ACK             Ack=795701
4.203   TX-DATA             Seq=804461 Size=1460
4.213   NEW_ACK             Ack=797161
4.213   TX-DATA             Seq=805921 Size=1460
4.215   NEW_ACK             Ack=798621
4.215   TX-DATA             Seq=807381 Size=1460
4.218   NEW_ACK             Ack=800081
4.218   TX-DATA             Seq=808841 Size=1460
4.218   TX-DATA             Seq=810301 Size=1460
4.220   NEW_ACK             Ack=801541
4.220   TX-DATA             Seq=811761 Size=1460
4.223   NEW_ACK             Ack=803001
4.223   TX-DATA             Seq=813221 Size=1460
4.225   NEW_ACK             Ack=804461
4.225   TX-DATA             Seq=814681 Size=1460
4.248   NEW_ACK             Ack=805921
4.248   TX-DATA             Seq=816141 Size=1460
4.258   NEW_ACK             Ack=807381
4.258   TX-DATA             Seq=817601 Size=1460
4.260   NEW_ACK             Ack=808841
4.260   TX-DATA             Seq=819061 Size=1460
4.263   NEW_ACK             Ack=810301
4.263   TX-DATA             Seq=820521 Size=1460
4.265   NEW_ACK             Ack=811761
4.265   TX-DATA             Seq=821981 Size=1460
4.268   NEW_ACK             Ack=813221
4.268   TX-DATA             Seq=823441 Size=1460
4.270   NEW_ACK             Ack=814681
4.270   TX-DATA             Seq=824901 Size=1460
4.273   NEW_ACK             Ack=816141
4.273   TX-DATA             Seq=826361 Size=1460
4.293   NEW_ACK             Ack=817601
4.293   TX-DATA             Seq=827821 Size=1460
4.303   NEW_ACK             Ack=819061
4.303   TX-DATA             Seq=829281 Size=1460
4.305   NEW_ACK             Ack=820521
4.305   TX-DATA             Seq=830741 Size=1460
4.308   NEW_ACK             Ack=821981
4.308   TX-DATA             Seq=832201 Size=1460
4.308   TX-DATA             Seq=833661 Size=1460
4.310   NEW_ACK             Ack=823441
4.310   TX-DATA             Seq=835121 Size=1460
4.313   NEW_ACK             Ack=824901
4.313   TX-DATA             Seq=836581 Size=1460
4.315   NEW_ACK             Ack=826361
4.315   TX-DATA             Seq=838041 Size=1460
4.318   NEW_ACK             Ack=827821
4.318   TX-DATA             Seq=839501 Size=1460
4.338   NEW_ACK             Ack=829281
4.338   TX-DATA             Seq=840961 Size=1460
4.348   NEW_ACK             Ack=830741
4.348   TX-DATA             Seq=842421 Size=1460
4.350   NEW_ACK             Ack=832201
4.350   TX-DATA             Seq=843881 Size=1460
4.353   NEW_ACK             Ack=833661
4.353   TX-DATA             Seq=845341 Size=1460
4.355   NEW_ACK             Ack=835121
4.355   TX-DATA             Seq=846801 Size=1460
4.358   NEW_ACK             Ack=836581
4.358   TX-DATA             Seq=848261 Size=1460
4.360   NEW_ACK             Ack=838041
4.360   TX-DATA             Seq=849721 Size=1460
4.363   NEW_ACK             Ack=839501
4.363   TX-DATA             Seq=851181 Size=1460
4.365   NEW_ACK             Ack=840961
4.365   TX-DATA             Seq=852641 Size=1460
4.383   NEW_ACK             Ack=842421
4.383   TX-DATA             Seq=854101 Size=1460
4.393   NEW_ACK             Ack=843881
4.393   TX-DATA             Seq=855561 Size=1460
4.395   NEW_ACK             Ack=845341
4.395   TX-DATA             Seq=857021 Size=1460
4.395   TX-DATA             Seq=858481 Size=1460
4.398   NEW_ACK             Ack=846801
4.398   TX-DATA             Seq=859941 Size=1460
4.400   NEW_ACK             Ack=848261
4.400   TX-DATA             Seq=861401 Size=1460
4.403   NEW_ACK             Ack=849721
4.403   TX-DATA             Seq=862861 Size=1460
4.405   NEW_ACK             Ack=851181
4.405   TX-DATA             Seq=864321 Size=1460
4.408   NEW_ACK             Ack=852641
4.408   TX-DATA             Seq=865781 Size=1460
4.410   NEW_ACK             Ack=854101
4.410   TX-DATA             Seq=867241 Size=1460
4.428   NEW_ACK             Ack=855561
4.428   TX-DATA             Seq=868701 Size=1460
4.438   NEW_ACK             Ack=857021
4.438   TX-DATA             Seq=870161 Size=1460
4.441   NEW_ACK             Ack=858481
4.441   TX-DATA             Seq=871621 Size=1460
4.443   NEW_ACK             Ack=859941
4.443   TX-DATA             Seq=873081 Size=1460
4.445   NEW_ACK             Ack=861401
4.445   TX-DATA             Seq=874541 Size=1460
4.448   NEW_ACK             Ack=862861
4.448   TX-DATA             Seq=876001 Size=1460
4.450   NEW_ACK             Ack=864321
4.450   TX-DATA             Seq=877461 Size=1460
4.453   NEW_ACK             Ack=865781
4.453   TX-DATA             Seq=878921 Size=1460
4.455   NEW_ACK             Ack=867241
4.455   TX-DATA             Seq=880381 Size=1460
4.458   NEW_ACK             Ack=868701
4.458   TX-DATA             Seq=881841 Size=1460
4.473   NEW_ACK             Ack=870161
4.473   TX-DATA             Seq=883301 Size=1460
4.483   NEW_ACK             Ack=871621
4.483   TX-DATA             Seq=884761 Size=1460
4.483   TX-DATA             Seq=886221 Size=1460
4.486   NEW_ACK             Ack=873081
4.486   TX-DATA             Seq=887681 Size=1460
4.488   NEW_ACK             Ack=874541
4.488   TX-DATA             Seq=889141 Size=1460
4.490   NEW_ACK             Ack=876001
4.490   TX-DATA             Seq=890601 Size=1460
4.493   NEW_ACK             Ack=877461
4.493   TX-DATA             Seq=892061 Size=1460
4.495   NEW_ACK             Ack=878921
4.495   TX-DATA             Seq=893521 Size=1460
4.498   NEW_ACK             Ack=880381
4.498   TX-DATA             Seq=894981 Size=1460
4.500   NEW_ACK             Ack=881841
4.500   TX-DATA             Seq=896441 Size=1460
4.503   NEW_ACK             Ack=883301
4.503   TX-DATA             Seq=897901 Size=1460
4.518   NEW_ACK             Ack=884761
4.518   TX-DATA             Seq=899361 Size=1460
4.528   NEW_ACK             Ack=886221
4.528   TX-DATA             Seq=900821 Size=1460
4.531   NEW_ACK             Ack=887681
4.531   TX-DATA             Seq=902281 Size=1460
4.533   NEW_ACK             Ack=889141
4.533   TX-DATA             Seq=903741 Size=1460
4.535   NEW_ACK             Ack=890601
4.535   TX-DATA             Seq=905201 Size=1460
4.538   NEW_ACK             Ack=892061
4.538   TX-DATA             Seq=906661 Size=1460
4.540   NEW_ACK             Ack=893521
4.540   TX-DATA             Seq=908121 Size=1460
4.543   NEW_ACK             Ack=894981
4.543   TX-DATA             Seq=909581 Size=1460
4.545   NEW_ACK             Ack=896441
4.545   TX-DATA             Seq=911041 Size=1460
4.548   NEW_ACK             Ack=897901
4.548   TX-DATA             Seq=912501 Size=1460
4.550   NEW_ACK             Ack=899361
4.550   TX-DATA             Seq=913961 Size=1460
4.563   NEW_ACK             Ack=900821
4.563   TX-DATA             Seq=915421 Size=1460
4.563   TX-DATA             Seq=916881 Size=1460
4.573   NEW_ACK             Ack=902281
4.573   TX-DATA             Seq=918341 Size=1460
4.576   NEW_ACK             Ack=903741
4.576   TX-DATA             Seq=919801 Size=1460
4.578   NEW_ACK             Ack=905201
4.578   TX-DATA             Seq=921261 Size=1460
4.580   NEW_ACK             Ack=906661
4.580   TX-DATA             Seq=922721 Size=1460
4.583   NEW_ACK             Ack=908121
4.583   TX-DATA             Seq=924181 Size=1460
4.585   NEW_ACK             Ack=909581
4.585   TX-DATA             Seq=925641 Size=1460
4.588   NEW_ACK             Ack=911041
4.588   TX-DATA             Seq=927101 Size=1460
4.590   NEW_ACK             Ack=912501
4.590   TX-DATA             Seq=928561 Size=1460
4.593   NEW_ACK             Ack=913961
4.593   TX-DATA             Seq=930021 Size=1460
4.595   NEW_ACK             Ack=915421
4.595   TX-DATA             Seq=931481 Size=1460
4.613   NEW_ACK             Ack=916881
4.613   TX-DATA             Seq=932941 Size=1460
4.615   NEW_ACK             Ack=918341
4.615   TX-DATA             Seq=934401 Size=1460
4.618   NEW_ACK             Ack=919801
4.618   TX-DATA             Seq=935861 Size=1460
4.621   NEW_ACK             Ack=921261
4.621   TX-DATA             Seq=937321 Size=1460
4.623   NEW_ACK             Ack=922721
4.623   TX-DATA             Seq=938781 Size=1460
4.626   NEW_ACK             Ack=924181
4.626   TX-DATA             Seq=940241 Size=1460
4.628   NEW_ACK             Ack=925641
4.628   TX-DATA             Seq=941701 Size=1460
4.630   NEW_ACK             Ack=927101
4.630   TX-DATA             Seq=943161 Size=1460
4.633   NEW_ACK             Ack=928561
4.633   TX-DATA             Seq=944621 Size=1460
4.635   NEW_ACK             Ack=930021
4.635   TX-DATA             Seq=946081 Size=1460
4.638   NEW_ACK             Ack=931481
4.638   TX-DATA             Seq=947541 Size=1460
4.640   NEW_ACK             Ack=932941
4.640   TX-DATA             Seq=949001 Size=1460
4.640   TX-DATA             Seq=950461 Size=1460
4.668   NEW_ACK             Ack=934401
4.668   TX-DATA             Seq=951921 Size=1460
4.670   NEW_ACK             Ack=935861
4.670   TX-DATA             Seq=953381 Size=1460
4.673   NEW_ACK             Ack=937321
4.673   TX-DATA             Seq=954841 Size=1460
4.675   NEW_ACK             Ack=938781
4.675   TX-DATA             Seq=956301 Size=1460
4.678   NEW_ACK             Ack=940241
4.678   TX-DATA             Seq=957761 Size=1460
4.680   NEW_ACK             Ack=941701
4.680   TX-DATA             Seq=959221 Size=1460
4.683   NEW_ACK             Ack=943161
4.683   TX-DATA             Seq=960681 Size=1460
4.685   NEW_ACK             Ack=944621
4.685   TX-DATA             Seq=962141 Size=1460
4.687   NEW_ACK             Ack=946081
4.687   TX-DATA             Seq=963601 Size=1460
4.690   NEW_ACK             Ack=947541
4.690   TX-DATA             Seq=965061 Size=1460
4.692   NEW_ACK             Ack=949001
4.692   TX-DATA             Seq=966521 Size=1460
4.695   NEW_ACK             Ack=950461
4.695   TX-DATA             Seq=967981 Size=1460
4.697   NEW_ACK             Ack=951921
4.697   TX-DATA             Seq=969441 Size=1460
4.722   NEW_ACK             Ack=953381
4.722   TX-DATA             Seq=970901 Size=1460
4.724   NEW_ACK             Ack=954841
4.724   TX-DATA             Seq=972361 Size=1460
4.727   NEW_ACK             Ack=956301
4.727   TX-DATA             Seq=973821 Size=1460
4.729   NEW_ACK             Ack=957761
4.729   TX-DATA             Seq=975281 Size=1460
4.732   NEW_ACK             Ack=959221
4.732   TX-DATA             Seq=976741 Size=1460
4.734   NEW_ACK             Ack=960681
4.734   TX-DATA             Seq=978201 Size=1460
4.737   NEW_ACK             Ack=962141
4.737   TX-DATA             Seq=979661 Size=1460
4.739   NEW_ACK             Ack=963601
4.739   TX-DATA             Seq=981121 Size=1460
4.742   NEW_ACK             Ack=965061
4.742   TX-DATA             Seq=982581 Size=1460
4.744   NEW_ACK             Ack=966521
4.744   TX-DATA             Seq=984041 Size=1460
4.746   NEW_ACK             Ack=967981
4.746   TX-DATA             Seq=985501 Size=1460
4.746   TX-DATA             Seq=986961 Size=1460
4.749   NEW_ACK             Ack=969441
4.749   TX-DATA             Seq=988421 Size=1460
4.751   NEW_ACK             Ack=970901
4.751   TX-DATA             Seq=989881 Size=1460
4.778   NEW_ACK             Ack=972361
4.778   TX-DATA             Seq=991341 Size=1460
4.781   NEW_ACK             Ack=973821
4.781   TX-DATA             Seq=992801 Size=1460
4.783   NEW_ACK             Ack=975281
4.783   TX-DATA             Seq=994261 Size=1460
4.786   NEW_ACK             Ack=976741
4.786   TX-DATA             Seq=995721 Size=1460
4.788   NEW_ACK             Ack=978201
4.788   TX-DATA             Seq=997181 Size=1460
4.791   NEW_ACK             Ack=979661
4.791   TX-DATA             Seq=998641 Size=1460
4.793   NEW_ACK             Ack=981121
4.793   TX-DATA             Seq=1000101 Size=1460
4.796   NEW_ACK             Ack=982581
4.796   TX-DATA             Seq=1001561 Size=1460
4.798   NEW_ACK             Ack=984041
4.798   TX-DATA             Seq=1003021 Size=1460
4.800   NEW_ACK             Ack=985501
4.800   TX-DATA             Seq=1004481 Size=1460
4.803   NEW_ACK             Ack=986961
4.803   TX-DATA             Seq=1005941 Size=1460
4.805   NEW_ACK             Ack=988421
4.805   TX-DATA             Seq=1007401 Size=1460
4.808   NEW_ACK             Ack=989881
4.808   TX-DATA             Seq=1008861 Size=1460
4.810   NEW_ACK             Ack=991341
4.810   TX-DATA             Seq=1010321 Size=1460
4.837   NEW_ACK             Ack=992801
4.837   TX-DATA             Seq=1011781 Size=1460
4.840   NEW_ACK             Ack=994261
4.840   TX-DATA             Seq=1013241 Size=1460
4.842   NEW_ACK             Ack=995721
4.842   TX-DATA             Seq=1014701 Size=1460
4.845   NEW_ACK             Ack=997181
4.845   TX-DATA             Seq=1016161 Size=1460
4.847   NEW_ACK             Ack=998641
4.847   TX-DATA             Seq=1017621 Size=1460
4.850   NEW_ACK             Ack=1000101
4.850   TX-DATA             Seq=1019081 Size=1460
